date,city,contrib_facebook,contrib_google_search,contrib_linear_tv,contrib_instagram,contrib_youtube,contrib_radio,contrib_programmatic_display,contrib_out_of_home,contrib_podcast,contrib_email,contrib_baseline,contrib_controls,contrib_latent,contrib_spill_from_caracas_facebook,contrib_spill_from_caracas_google_search,contrib_spill_from_valencia_linear_tv,contrib_spill_total
2025-01-06,Caracas,0.3612601446381506,0.6567054782675129,0.0,0.0,0.0,0.0,0.6927879227894153,0.0,0.0,0.0,7.45089239026797,0.5831585783919483,0.0,0.0,0.0,0.11167505515003362,0.11167505515003362
2025-01-06,Valencia,0.0,0.0,1.1167505515003362,0.0,0.0,0.6174298327152941,0.0,0.0,0.0,0.4743883453015293,6.527481803912355,0.4238466808297428,0.0,0.03612601446381506,0.06567054782675129,0.0,0.10179656229056636
2025-01-13,Caracas,0.3461398694334355,0.7424881962633118,0.0,0.0,0.0,0.0,0.6405549179684703,0.0,0.0,0.0,7.434843439679299,0.5791682096034857,0.0,0.0,0.0,0.11206888646213381,0.11206888646213381
2025-01-13,Valencia,0.0,0.0,1.120688864621338,0.0,0.0,0.5980779731033355,0.0,0.0,0.0,0.437362267559825,6.537569284535006,0.4111071395655291,0.0,0.03461398694334355,0.07424881962633118,0.0,0.10886280656967473
2025-01-20,Caracas,0.3561510310775798,0.6395326480713363,0.0,0.0,0.0,0.0,0.7678853556496109,0.0,0.0,0.0,7.454902868747154,0.5630629281144542,0.0,0.0,0.0,0.11157372990060632,0.11157372990060632
2025-01-20,Valencia,0.0,0.0,1.1157372990060632,0.0,0.0,0.6058597025521983,0.0,0.0,0.0,0.433759184921492,6.534725047811716,0.4113005155128817,0.0,0.03561510310775798,0.06395326480713363,0.0,0.09956836791489161
2025-01-27,Caracas,0.3943786889577157,0.4252031757933033,0.0,0.0,0.0,0.0,0.6878217912646483,0.0,0.0,0.0,7.448803300921209,0.5462429038338097,0.0,0.0,0.0,0.11018174564103106,0.11018174564103106
2025-01-27,Valencia,0.0,0.0,1.1018174564103105,0.0,0.0,0.5992354046576499,0.0,0.0,0.0,0.560049535282847,6.537936492782211,0.4102858495395756,0.0,0.039437868895771576,0.042520317579330336,0.0,0.08195818647510192
2025-02-03,Caracas,0.3769070345976808,0.5013159030448108,0.0,0.0,0.0,0.0,0.7386848104016447,0.0,0.0,0.0,7.444129293360534,0.5232643471469804,0.0,0.0,0.0,0.11290605607226972,0.11290605607226972
2025-02-03,Valencia,0.0,0.0,1.1290605607226971,0.0,0.0,0.6023107252970482,0.0,0.0,0.0,0.7077973753238775,6.5407317000623655,0.4173051607636356,0.0,0.037690703459768084,0.05013159030448108,0.0,0.08782229376424916
2025-02-10,Caracas,0.4100074692574004,0.2931091901644467,0.0,0.0,0.0,0.0,0.7344063880080683,0.0,0.0,0.0,7.433099370729831,0.4918420490594382,0.0,0.0,0.0,0.10864789554228671,0.10864789554228671
2025-02-10,Valencia,0.0,0.0,1.086478955422867,0.0,0.0,0.6544277280648445,0.0,0.0,0.0,0.6480471585895642,6.539812842718796,0.411406512771278,0.0,0.041000746925740045,0.02931091901644467,0.0,0.07031166594218471
2025-02-17,Caracas,0.3933481510667117,0.6186808355104423,0.0,0.0,0.0,0.0,0.681300671056181,0.0,0.0,0.0,7.430616365635424,0.4496156629847865,0.0,0.0,0.0,0.10655428028011137,0.10655428028011137
2025-02-17,Valencia,0.0,0.0,1.0655428028011136,0.0,0.0,0.6412625836739986,0.0,0.0,0.0,0.5994078603861355,6.528881447701797,0.4257736312298448,0.0,0.039334815106671174,0.06186808355104423,0.0,0.1012028986577154
2025-02-24,Caracas,0.4552931073916179,0.5632274966008577,0.0,0.0,0.0,0.0,0.7705853012996327,0.0,0.0,0.0,7.451595759525514,0.4012793426469185,0.0,0.0,0.0,0.105519463244797,0.105519463244797
2025-02-24,Valencia,0.0,0.0,1.05519463244797,0.0,0.0,0.6246790703865611,0.0,0.0,0.0,0.5547268294674765,6.542915504856265,0.4109793223241965,0.0,0.04552931073916179,0.05632274966008577,0.0,0.10185206039924756
2025-03-03,Caracas,0.5215961660516537,0.7200284814610657,0.0,0.0,0.0,0.0,0.7426319705843345,0.0,0.0,0.0,7.442136841965375,0.3469372061303233,0.0,0.0,0.0,0.11693766236739343,0.11693766236739343
2025-03-03,Valencia,0.0,0.0,1.1693766236739342,0.0,0.0,0.6135263714743515,0.0,0.0,0.0,0.5051677147870107,6.546335220432995,0.3706376888868126,0.0,0.052159616605165375,0.07200284814610657,0.0,0.12416246475127193
2025-03-10,Caracas,0.4484769711828115,0.3848910167515316,0.0,0.0,0.0,0.0,0.8325065318717251,0.0,0.0,0.0,7.430728424648286,0.3032064286754506,0.0,0.0,0.0,0.1110608062407184,0.1110608062407184
2025-03-10,Valencia,0.0,0.0,1.110608062407184,0.0,0.0,0.5984926900368378,0.0,0.0,0.0,0.716704264511298,6.524383130456826,0.3367847806851871,0.0,0.044847697118281155,0.03848910167515316,0.0,0.08333679879343431
2025-03-17,Caracas,0.5604395208746402,0.5889405646345801,0.0,0.0,0.0,0.0,0.7639311736699973,0.0,0.0,0.0,7.445105748089314,0.2600159021106483,0.0,0.0,0.0,0.10550964214465489,0.10550964214465489
2025-03-17,Valencia,0.0,0.0,1.0550964214465488,0.0,0.0,0.5804942116668714,0.0,0.0,0.0,0.685788529203791,6.532035129143395,0.2878665369375914,0.0,0.05604395208746402,0.058894056463458015,0.0,0.11493800855092204
2025-03-24,Caracas,0.5437866633368994,0.7106417936192356,0.0,0.0,0.0,0.0,0.7418099166281371,0.0,0.0,0.0,7.444554487492913,0.2076607349101147,0.0,0.0,0.0,0.09988874205950166,0.09988874205950166
2025-03-24,Valencia,0.0,0.0,0.9988874205950165,0.0,0.0,0.5830811488296146,0.0,0.0,0.0,0.6159711479125399,6.54489743764534,0.2869929229636008,0.0,0.05437866633368994,0.07106417936192357,0.0,0.1254428456956135
2025-03-31,Caracas,0.4807855821802129,0.4075743854819816,0.0,0.0,0.0,0.0,0.7391023279872952,0.0,0.0,0.0,7.467740985698152,0.1470922372047188,0.0,0.0,0.0,0.09952033416990111,0.09952033416990111
2025-03-31,Valencia,0.0,0.0,0.995203341699011,0.0,0.0,0.5815591519406869,0.0,0.0,0.0,0.5267153598940355,6.526216995966699,0.2840909629207575,0.0,0.04807855821802129,0.04075743854819816,0.0,0.08883599676621945
2025-04-07,Caracas,0.4019790446375134,0.5417727162313781,0.0,0.0,0.0,0.0,0.665753909279988,0.0,0.0,0.0,7.437114787046807,0.0881139326905656,0.0,0.0,0.0,0.10023397220185991,0.10023397220185991
2025-04-07,Valencia,0.0,0.0,1.002339722018599,0.0,0.0,0.5831741048879766,0.0,0.0,0.0,0.5393149949373519,6.525908525044826,0.283091886088365,0.0,0.04019790446375134,0.05417727162313782,0.0,0.09437517608688917
2025-04-14,Caracas,0.4357041125120048,0.4097885358014274,0.0,0.0,0.0,0.0,0.6075841225611207,0.0,0.0,0.0,7.45267983197971,0.0314970464063485,0.0,0.0,0.0,0.10157702542605701,0.10157702542605701
2025-04-14,Valencia,0.0,0.0,1.01577025426057,0.0,0.0,0.5862623073973454,0.0,0.0,0.0,0.5373258581270401,6.526996938822615,0.3045724472305883,0.0,0.04357041125120048,0.04097885358014274,0.0,0.08454926483134323
2025-04-21,Caracas,0.4090580266483243,0.8038494035210731,0.0,0.0,0.0,0.0,0.7133754457259863,0.0,0.0,0.0,7.444578111797966,-0.017528045349206,0.0,0.0,0.0,0.10095235178162831,0.10095235178162831
2025-04-21,Valencia,0.0,0.0,1.0095235178162831,0.0,0.0,0.5749947444517739,0.0,0.0,0.0,0.5095444130780761,6.550005144584501,0.3061276868111475,0.0,0.04090580266483243,0.08038494035210732,0.0,0.12129074301693975
2025-04-28,Caracas,0.3369835759016171,0.7125096181067342,0.0,0.0,0.0,0.0,0.830397836674741,0.0,0.0,0.0,7.455578976675802,-0.079978634091778,0.0,0.0,0.0,0.09742116929226585,0.09742116929226585
2025-04-28,Valencia,0.0,0.0,0.9742116929226584,0.0,0.0,0.5685460911620783,0.0,0.0,0.0,0.482376815843704,6.530807786427954,0.3055327597842864,0.0,0.03369835759016171,0.07125096181067342,0.0,0.10494931940083513
2025-05-05,Caracas,0.3308072329755683,0.4632596049567024,0.0,0.0,0.0,0.0,0.886803030317983,0.0,0.0,0.0,7.440334356446128,-0.1385874457205076,0.0,0.0,0.0,0.10089696587783732,0.10089696587783732
2025-05-05,Valencia,0.0,0.0,1.0089696587783732,0.0,0.0,0.6326828988138818,0.0,0.0,0.0,0.4228306282190315,6.521681029593313,0.2862798588042315,0.0,0.03308072329755683,0.04632596049567024,0.0,0.07940668379322707
2025-05-12,Caracas,0.4188008651148185,0.5938138230279423,0.0,0.0,0.0,0.0,0.8313634779336833,0.0,0.0,0.0,7.462637407376048,-0.1945315343321595,0.0,0.0,0.0,0.1028088751416275,0.1028088751416275
2025-05-12,Valencia,0.0,0.0,1.0280887514162749,0.0,0.0,0.6131840118353137,0.0,0.0,0.0,0.5670478379196032,6.535894406827105,0.2751787676062723,0.0,0.041880086511481854,0.05938138230279423,0.0,0.10126146881427608
2025-05-19,Caracas,0.4577291442227262,0.5574509878819245,0.0,0.0,0.0,0.0,0.720664735026739,0.0,0.0,0.0,7.435393694418954,-0.2374297551612867,0.0,0.0,0.0,0.10594326366888157,0.10594326366888157
2025-05-19,Valencia,0.0,0.0,1.0594326366888156,0.0,0.0,0.5862224751393476,0.0,0.0,0.0,0.5996226967964337,6.517376470272932,0.2560929533911687,0.0,0.045772914422272624,0.05574509878819245,0.0,0.10151801321046508
2025-05-26,Caracas,0.4375976697159782,0.6589276259312261,0.0,0.0,0.0,0.0,0.7441683473062128,0.0,0.0,0.0,7.464760824756507,-0.2851665810327943,0.0,0.0,0.0,0.10564789960259952,0.10564789960259952
2025-05-26,Valencia,0.0,0.0,1.056478996025995,0.0,0.0,0.5648449141860308,0.0,0.0,0.0,0.7122990241639242,6.54228118548162,0.2385836406549159,0.0,0.04375976697159782,0.06589276259312261,0.0,0.10965252956472044
2025-06-02,Caracas,0.5490201005612881,0.8026869138811111,0.0,0.0,0.0,0.0,0.6890204833995961,0.0,0.0,0.0,7.457987303686336,-0.3311155423571688,0.0,0.0,0.0,0.10258413165491825,0.10258413165491825
2025-06-02,Valencia,0.0,0.0,1.0258413165491824,0.0,0.0,0.6169462450762105,0.0,0.0,0.0,0.6746193801816643,6.549515633089707,0.2360529218138348,0.0,0.05490201005612882,0.08026869138811112,0.0,0.13517070144423993
2025-06-09,Caracas,0.4859896931728557,0.5323577122620902,0.0,0.0,0.0,0.0,0.762146617268226,0.0,0.0,0.0,7.439999648735911,-0.3639662596623467,0.0,0.0,0.0,0.1016167214191369,0.1016167214191369
2025-06-09,Valencia,0.0,0.0,1.016167214191369,0.0,0.0,0.5974566934892341,0.0,0.0,0.0,0.7067857332620249,6.527951416577257,0.2302428816865668,0.0,0.04859896931728557,0.05323577122620902,0.0,0.10183474054349459
2025-06-16,Caracas,0.4348601603035399,0.810533911009455,0.0,0.0,0.0,0.0,0.6952608001831095,0.0,0.0,0.0,7.440188160337533,-0.4009151130251132,0.0,0.0,0.0,0.09770715095265073,0.09770715095265073
2025-06-16,Valencia,0.0,0.0,0.9770715095265072,0.0,0.0,0.5729279889357931,0.0,0.0,0.0,0.5921295247268117,6.513972927544882,0.1707693587543122,0.0,0.04348601603035399,0.0810533911009455,0.0,0.12453940713129949
2025-06-23,Caracas,0.4282109627620903,0.7413959551476339,0.0,0.0,0.0,0.0,0.7534200151912352,0.0,0.0,0.0,7.454003110567934,-0.4232595296966582,0.0,0.0,0.0,0.09424475996602664,0.09424475996602664
