date,city,contrib_C1,contrib_C2,contrib_C3,contrib_C4,contrib_C5,contrib_C6,contrib_C7,contrib_C8,contrib_C9,contrib_C10,contrib_baseline,contrib_controls,contrib_latent
2025-01-06,Valencia,0.0,0.0,1.1167505515003362,0.0,0.0,0.6174298327152941,0.0,0.0,0.0,0.47438834530152935,6.527481803912355,0.42384668082974286,0.0
2025-01-13,Valencia,0.0,0.0,1.120688864621338,0.0,0.0,0.5980779731033355,0.0,0.0,0.0,0.437362267559825,6.537569284535006,0.41110713956552913,0.0
2025-01-20,Valencia,0.0,0.0,1.1157372990060632,0.0,0.0,0.6058597025521983,0.0,0.0,0.0,0.433759184921492,6.534725047811716,0.4113005155128817,0.0
2025-01-27,Valencia,0.0,0.0,1.1018174564103103,0.0,0.0,0.5992354046576499,0.0,0.0,0.0,0.560049535282847,6.537936492782211,0.4102858495395756,0.0
2025-02-03,Valencia,0.0,0.0,1.1290605607226971,0.0,0.0,0.6023107252970482,0.0,0.0,0.0,0.7077973753238775,6.5407317000623655,0.41730516076363566,0.0
2025-02-10,Valencia,0.0,0.0,1.086478955422867,0.0,0.0,0.6544277280648445,0.0,0.0,0.0,0.6480471585895642,6.539812842718796,0.41140651277127804,0.0
2025-02-17,Valencia,0.0,0.0,1.0655428028011136,0.0,0.0,0.6412625836739986,0.0,0.0,0.0,0.5994078603861355,6.528881447701797,0.4257736312298448,0.0
2025-02-24,Valencia,0.0,0.0,1.05519463244797,0.0,0.0,0.6246790703865611,0.0,0.0,0.0,0.5547268294674765,6.542915504856265,0.4109793223241965,0.0
2025-03-03,Valencia,0.0,0.0,1.1693766236739342,0.0,0.0,0.6135263714743515,0.0,0.0,0.0,0.5051677147870107,6.546335220432995,0.3706376888868126,0.0
2025-03-10,Valencia,0.0,0.0,1.1106080624071841,0.0,0.0,0.5984926900368378,0.0,0.0,0.0,0.716704264511298,6.524383130456826,0.33678478068518714,0.0
2025-03-17,Valencia,0.0,0.0,1.0550964214465488,0.0,0.0,0.5804942116668714,0.0,0.0,0.0,0.685788529203791,6.532035129143395,0.28786653693759146,0.0
2025-03-24,Valencia,0.0,0.0,0.9988874205950165,0.0,0.0,0.5830811488296146,0.0,0.0,0.0,0.6159711479125399,6.54489743764534,0.28699292296360085,0.0
2025-03-31,Valencia,0.0,0.0,0.995203341699011,0.0,0.0,0.5815591519406869,0.0,0.0,0.0,0.5267153598940355,6.526216995966699,0.28409096292075753,0.0
2025-04-07,Valencia,0.0,0.0,1.002339722018599,0.0,0.0,0.5831741048879766,0.0,0.0,0.0,0.5393149949373519,6.525908525044826,0.283091886088365,0.0
2025-04-14,Valencia,0.0,0.0,1.01577025426057,0.0,0.0,0.5862623073973454,0.0,0.0,0.0,0.5373258581270401,6.526996938822615,0.3045724472305883,0.0
2025-04-21,Valencia,0.0,0.0,1.0095235178162831,0.0,0.0,0.5749947444517739,0.0,0.0,0.0,0.5095444130780761,6.550005144584501,0.3061276868111475,0.0
2025-04-28,Valencia,0.0,0.0,0.9742116929226584,0.0,0.0,0.5685460911620783,0.0,0.0,0.0,0.48237681584370407,6.530807786427954,0.3055327597842864,0.0
2025-05-05,Valencia,0.0,0.0,1.0089696587783732,0.0,0.0,0.6326828988138818,0.0,0.0,0.0,0.4228306282190315,6.521681029593313,0.2862798588042315,0.0
2025-05-12,Valencia,0.0,0.0,1.0280887514162749,0.0,0.0,0.6131840118353137,0.0,0.0,0.0,0.5670478379196032,6.535894406827105,0.2751787676062723,0.0
2025-05-19,Valencia,0.0,0.0,1.0594326366888156,0.0,0.0,0.5862224751393476,0.0,0.0,0.0,0.5996226967964337,6.517376470272932,0.2560929533911687,0.0
2025-05-26,Valencia,0.0,0.0,1.056478996025995,0.0,0.0,0.5648449141860308,0.0,0.0,0.0,0.7122990241639242,6.54228118548162,0.2385836406549159,0.0
2025-06-02,Valencia,0.0,0.0,1.0258413165491824,0.0,0.0,0.6169462450762105,0.0,0.0,0.0,0.6746193801816643,6.549515633089707,0.23605292181383483,0.0
2025-06-09,Valencia,0.0,0.0,1.0161672141913687,0.0,0.0,0.5974566934892341,0.0,0.0,0.0,0.7067857332620249,6.527951416577257,0.23024288168656687,0.0
2025-06-16,Valencia,0.0,0.0,0.9770715095265073,0.0,0.0,0.5729279889357931,0.0,0.0,0.0,0.5921295247268117,6.513972927544882,0.1707693587543122,0.0
2025-06-23,Valencia,0.0,0.0,0.9424475996602664,0.0,0.0,0.5583152596902584,0.0,0.0,0.0,0.5253272612224795,6.534864184284623,0.0845279996086847,0.0
2025-06-30,Valencia,0.0,0.0,0.9252674602443607,0.0,0.0,0.4987986838682533,0.0,0.0,0.0,0.42002329534297156,6.542661959228539,0.0056516732964993766,0.0
2025-07-07,Valencia,0.0,0.0,0.9508175550266434,0.0,0.0,0.5123663058379551,0.0,0.0,0.0,0.6803057453474498,6.535353053063646,-0.10445718862835282,0.0
2025-07-14,Valencia,0.0,0.0,0.9167065690087601,0.0,0.0,0.5171763685346452,0.0,0.0,0.0,0.6265459437752339,6.533021156974892,-0.18347900692822436,0.0
2025-07-21,Valencia,0.0,0.0,0.8155565318030026,0.0,0.0,0.5296345630540306,0.0,0.0,0.0,0.6298027327489762,6.550532802402767,-0.24952212606564173,0.0
2025-07-28,Valencia,0.0,0.0,0.858722136848523,0.0,0.0,0.5167946077585663,0.0,0.0,0.0,0.5585511477227247,6.540435249055644,-0.28668082653068755,0.0
2025-08-04,Valencia,0.0,0.0,0.8508459509600121,0.0,0.0,0.5146493592893503,0.0,0.0,0.0,0.6770412361765593,6.532109931992973,-0.3039828197560621,0.0
2025-08-11,Valencia,0.0,0.0,1.0183889438665596,0.0,0.0,0.5065862764951546,0.0,0.0,0.0,0.5748151029872207,6.538396680457995,-0.30232198342524214,0.0
2025-08-18,Valencia,0.0,0.0,0.9719145047024089,0.0,0.0,0.531047023943242,0.0,0.0,0.0,0.5726642293955007,6.51712225139526,-0.2519498680615341,0.0
2025-08-25,Valencia,0.0,0.0,0.8948938688790371,0.0,0.0,0.5314838022674577,0.0,0.0,0.0,0.5016718894833685,6.53223444721198,-0.21924632310304007,0.0
2025-09-01,Valencia,0.0,0.0,0.8965344319597585,0.0,0.0,0.6109928582123741,0.0,0.0,0.0,0.39776680012531646,6.546989589626432,-0.17715281093925872,0.0
2025-09-08,Valencia,0.0,0.0,0.8419043530356608,0.0,0.0,0.5855297101288557,0.0,0.0,0.0,0.6427660609279473,6.540285917639819,-0.10496151610580573,0.0
2025-09-15,Valencia,0.0,0.0,0.8734308720518753,0.0,0.0,0.555771482148638,0.0,0.0,0.0,0.5453486404893191,6.525716674406511,-0.06385340988650257,0.0
2025-09-22,Valencia,0.0,0.0,0.8731138742525812,0.0,0.0,0.5418766836483907,0.0,0.0,0.0,0.5082617269942574,6.560998459862945,-0.04934538980125561,0.0
2025-09-29,Valencia,0.0,0.0,0.8411874915033966,0.0,0.0,0.51562348582413,0.0,0.0,0.0,0.5114303732703523,6.518351018039231,-0.06348418811154705,0.0
2025-10-06,Valencia,0.0,0.0,0.841591812449389,0.0,0.0,0.5189738538576925,0.0,0.0,0.0,0.4606615676886558,6.5315580716324835,-0.08227908780283272,0.0
2025-10-13,Valencia,0.0,0.0,0.9066629027950737,0.0,0.0,0.5022962512589241,0.0,0.0,0.0,0.3886836660310699,6.5335517472575155,-0.08103821188803897,0.0
2025-10-20,Valencia,0.0,0.0,0.94144919323036,0.0,0.0,0.5147899750151513,0.0,0.0,0.0,0.4690213689394844,6.562020269407357,-0.08800795077699047,0.0
2025-10-27,Valencia,0.0,0.0,0.9185663004957326,0.0,0.0,0.5038415915097552,0.0,0.0,0.0,0.46116376233575124,6.529784311606811,-0.05346918193257058,0.0
2025-11-03,Valencia,0.0,0.0,0.8716411451688959,0.0,0.0,0.5094421327835786,0.0,0.0,0.0,0.3937285376349821,6.520342155915075,-0.018879285737772394,0.0
2025-11-10,Valencia,0.0,0.0,0.8184120570696154,0.0,0.0,0.4947075032403501,0.0,0.0,0.0,0.6589877990746489,6.518825299002015,0.03140961477586532,0.0
2025-11-17,Valencia,0.0,0.0,0.7281382750548141,0.0,0.0,0.5970632313723838,0.0,0.0,0.0,0.5181853778484626,6.549995192536345,0.06138608765795117,0.0
2025-11-24,Valencia,0.0,0.0,0.6736429883640529,0.0,0.0,0.5741754585486692,0.0,0.0,0.0,0.624499882428427,6.516546443958434,0.04447706164996698,0.0
2025-12-01,Valencia,0.0,0.0,0.7138017059820573,0.0,0.0,0.5368720030268178,0.0,0.0,0.0,0.614714158712868,6.5470491799184805,0.016779659967512822,0.0
2025-12-08,Valencia,0.0,0.0,0.8047704412493275,0.0,0.0,0.5439454577610922,0.0,0.0,0.0,0.45217275815705543,6.546062680017585,-0.0180487783749764,0.0
2025-12-15,Valencia,0.0,0.0,0.9436260568724112,0.0,0.0,0.483614497228116,0.0,0.0,0.0,0.5810357015570871,6.530173692851567,-0.0518938703707115,0.0
2025-12-22,Valencia,0.0,0.0,0.8450094342196072,0.0,0.0,0.48242698145370516,0.0,0.0,0.0,0.4133647978659326,6.526309441157907,-0.0916672612373475,0.0
2025-12-29,Valencia,0.0,0.0,0.757297744192012,0.0,0.0,0.4727762250120494,0.0,0.0,0.0,0.47768611701482266,6.535542192879113,-0.12491413283058836,0.0
2026-01-05,Valencia,0.0,0.0,0.7941464339944122,0.0,0.0,0.48594512896786335,0.0,0.0,0.0,0.4344108185962471,6.550061613905644,-0.11842569120045005,0.0
