date,city,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Z1,Z2,Y
2025-01-06,Caracas,0.9684071307405908,3.586628858161017,3.742431762797568,2.949773812083744,2.640078713091099,3.3784666129596275,1.1402051869870344,4.879382191031081,0.7450179506091988,1.214963885999355,3.01667685989932,-2.0066621220380823,9.85647956950503
2025-01-06,Valencia,2.099747370379691,1.250990348269445,2.850015963486878,2.451254478902668,5.539486685007685,8.684320024903952,2.4503725452288707,1.236310018249524,2.1781961705192945,2.792688201512174,0.7460522158166536,0.9361441042746927,9.261693776549825
2025-01-13,Caracas,0.8315533140414532,4.05793061960304,3.852337552195208,2.761376020514552,1.76047550624451,3.774079459108112,0.948902684536396,2.1420953147117485,0.9181279104474356,1.132172349129632,2.9744299957984777,-1.958971280916289,9.855263519410137
2025-01-13,Valencia,2.185491859845071,3.2776859088015904,3.2290864987470163,0.8321077692164326,3.668459250079216,9.025535713175318,2.7449872048965895,1.3330861656060176,2.423057442137889,1.4053664675463224,0.7054199879363847,0.9393055366103236,9.213668335954708
2025-01-20,Caracas,0.9392268070235452,2.596819111572177,3.6341931571387818,1.784736092292862,3.039987643764418,4.139460848652802,1.5561431474668517,2.4066675377764417,0.0759956981610445,1.0957811217061488,2.905485216927465,-1.926136978884361,9.89310856156074
2025-01-20,Valencia,1.760330546339281,3.491558711260576,3.057375304056021,2.2353102978778066,5.174341535918609,9.472480170232089,1.6203355308070373,1.3253377562284592,5.3212449097703525,1.9554521600622683,0.6995434487479861,0.9504192638737858,9.200950117719243
2025-01-27,Caracas,1.2582055278657212,1.1102460654984,3.62012598994434,2.175301471417785,2.103629321177474,4.752661956998872,1.0414066735273588,2.230355063511211,8.653948597093128,1.2678994684347915,2.835028326300346,-1.8942781694747697,9.612631606411714
2025-01-27,Valencia,2.353721818760083,1.5578871510258558,3.018651092794709,2.5099957986827492,5.543390661329262,8.096924122727703,1.6362771652727817,1.2549903756590526,3.488203941016268,4.69188326787103,0.6893010434583833,0.9627143752902894,9.291282925147696
2025-02-03,Caracas,0.951981546120894,2.0284398023852055,4.1082372913322285,2.215746360032397,2.388500530358883,3.7172987121841063,1.3650114103419104,0.9269565172919124,1.3308076119318644,1.2103968107277985,2.7582472549215797,-1.8813637743596408,9.69720744462392
2025-02-03,Valencia,2.13444782187639,1.7317265994700717,3.5172514268662276,4.073282402931099,4.885426110924091,9.097102688695196,1.8466043889897048,1.4029304501384057,2.6502509474932463,8.141616144761294,0.7000318051206369,0.9810104208704242,9.485027815933874
2025-02-10,Caracas,1.3222094244973202,0.6382495566063133,7.982280845308405,2.616001781335501,2.1817755470646603,3.5541076662821305,1.2826861629869233,0.8044703513761738,1.2364577979253466,1.1229603536342665,2.655993366244971,-1.8680128006883263,9.47111236276147
2025-02-10,Valencia,1.8350282710620385,0.9267441375222089,2.5346335767194184,1.634850527044308,6.020431573089791,17.09357811066986,1.5491896254143724,1.946410191044128,3.5563308988407183,2.129028721729353,0.6640994052545355,1.0119009114571145,9.410484863509534
2025-02-17,Caracas,1.0307216518303812,3.2009711590191756,2.9100081976464014,2.9761316291051294,2.0447978164917076,2.937465329233343,1.0602453249878092,1.9205919491291656,1.3400845010333962,1.1962417297575054,2.5178260717285097,-1.8488846336922329,9.680115966533656
2025-02-17,Valencia,2.5652220508219488,1.5350875408197815,2.6098762429080193,8.236173249719158,3.094701075385123,9.146519723641545,1.4829915802794944,1.4059466533725782,6.068080471864016,2.2377299208967463,0.694157044846621,1.0354361153540583,9.362071224450606
2025-02-24,Caracas,1.781072489945725,2.185175580348263,2.812128311616134,3.011480785041424,1.4442075185136345,3.4820789483145784,1.528112121471895,1.271382192255052,1.4115008783231655,1.0950068548992813,2.3616711486048154,-1.8301394615740432,9.747500470709337
2025-02-24,Valencia,2.01367184207109,1.8456544211784744,2.63672560681237,0.9588835536402656,7.945464354781218,7.839351751642107,1.7164548795899015,1.4320696036296794,3.249860500069643,2.555620494740789,0.6405821220329504,1.0500900513410292,9.290347419881716
